timestamp,total_open_events,event_ticker,series_ticker,sub_title,title,collateral_return_type,mutually_exclusive,category,strike_date
2025-02-20T16:22:18.428457,1938,KXBALANCE-29,KXBALANCE,During Trump's term,Will Trump balance the budget?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXGOVTCUTS-28,KXGOVTCUTS,Before 2029,How much of government spending will Trump and Elon cut before Trump's term ends?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXDEBTGROWTH-28DEC31,KXDEBTGROWTH,Before 2029,How high will be national debt be during the Trump Administration?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXTDEFICITHALF-29,KXTDEFICITHALF,During Trump's term,Will Trump halve the trade deficit?,,False,Economics,
2025-02-20T16:22:18.428457,1938,KXDEBTSHRINK-28NOV11,KXDEBTSHRINK,Before 2029,Will Trump reduce the national debt?,,False,Politics,
2025-02-20T16:22:18.428457,1938,POWER-28,POWER,In 2029,"Who will win the House, Senate, and Presidency?",MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,KXGDPUSMAX-28,KXGDPUSMAX,During the Trump Presidency,Will there be a Trump economic boom?,,False,Economics,
2025-02-20T16:22:18.428457,1938,KXAMEND22-29,KXAMEND22,Before 2029,Will Trump be allowed to run for a 3rd term?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXTRUMPRESIGN,KXTRUMPRESIGN,Before his term ends,Will Trump resign before his term is up?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXSCOURT-29,KXSCOURT,"By January 20, 2029",Who will be the next Supreme Court justice?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,KXPRESPARTY-2028,KXPRESPARTY,In 2028,Which party will win the 2028 Presidential Election?,MECNET,True,Elections,
2025-02-20T16:22:18.428457,1938,KXGREENTERRITORY-29,KXGREENTERRITORY,During Trump's term,Will the US take control of any part of Greenland?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXCANTERRITORY-29,KXCANTERRITORY,During Trump's term,Will the US take control of any part of Canada?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXWITHDRAW-29,KXWITHDRAW,"Before Jan 20, 2029",What will the U.S. withdraw from during the Trump Administration?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXUSAKIM-29,KXUSAKIM,During Trump's term,Will Kim Jong-Un visit the US during Trump's term?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXTRUMPSNL-29,KXTRUMPSNL,"Before Jan 20, 2029",Will Trump go on SNL during his second term?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXTRUMPREMOVE,KXTRUMPREMOVE,Before his term ends,Will Trump be impeached and removed from office?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXTERMLIMITS-29,KXTERMLIMITS,"Before Jan 20, 2029",Will Trump impose term limits on Congress?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXSTATE51-29,KXSTATE51,During Trump's term,What will be the 51st state?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,KXSTATE-29,KXSTATE,Before Trump's term ends,Will Trump add a 51st state to the US?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXSCOTUSRESIGN-29,KXSCOTUSRESIGN,During Trump's term,Which Supreme Court justices will resign during Trump's term?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXSCOTUSPOWER-29,KXSCOTUSPOWER,"On Jan 20, 2029",What will the Supreme Court look like at the end of Trump's term?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,KXRECOGSOMALI-29,KXRECOGSOMALI,During Trump's term,Will Trump recognize Somaliland?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXRECOGROC-29,KXRECOGROC,During Trump's term,Will Trump recognize Taiwan?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXNEWSCOTUSCONF-29JAN20,KXNEWSCOTUSCONF,During the 2025-2029 term,How many Supreme Court justices will the next President confirm?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,KXNEWCITY-29,KXNEWCITY,During Trump's term,Will Trump approve a new city on federal land?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXJAN6CASES,KXJAN6CASES,Before his term ends,Will Trump be held liable for January 6th in any court?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXIMPEACH-29,KXIMPEACH,"Before Jan 20, 2029",Will President Trump be impeached again?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXH1B-29,KXH1B,During Trump's term,Will Trump expand the H1-B program?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXGREENLAND-29,KXGREENLAND,During his term,Will Trump buy at least part of Greenland?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXFTAPRC-29,KXFTAPRC,During his term,Will Trump make a new free trade agreement with China?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXFTA-29,KXFTA,During his term,Will Trump make a new free trade agreement?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXFEDEND-29,KXFEDEND,During Trump's term,Will Trump end the Federal Reserve?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXFEDCHAIRNOM-29,KXFEDCHAIRNOM,During Trump's term,Who will Trump nominate as Fed Chair?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,KXEVCREDITS-29,KXEVCREDITS,During Trump's Term,Will Trump end the electric vehicle tax credit?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXDOED-29,KXDOED,During Trump's term,Will Trump end the Department of Education?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXCONSTAMEND-29,KXCONSTAMEND,During Trump's term,Will a new Constitutional Amendment be added during Trump's term?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXCANAL-29,KXCANAL,During Trump's term,Will Trump take back the Panama Canal?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXCABOUT-29,KXCABOUT,Before 2029,Who will be the first to leave the Trump Cabinet?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,KXAMEND25-29,KXAMEND25,During Trump's term,Will the 25th Amendment be used during Trump's Presidency?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXAGENCYELIM-29,KXAGENCYELIM,During Trump's term,Which agencies will Trump eliminate?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXACAREPEAL-29,KXACAREPEAL,Before 2029,Will Obamacare be repealed before 2029?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXABRAHAMSY-29,KXABRAHAMSY,Before Trump's term ends,Will Israel and Syria normalize relations during Trump's term?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXABRAHAMSA-29,KXABRAHAMSA,"Before Jan 20, 2029",Will Israel and Saudi Arabia normalize relations during Trump's term?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXABRAHAMQ-29,KXABRAHAMQ,"Before Jan 20, 2029",Will Israel and Qatar normalize relations during Trump's term?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXUSNY-29,KXUSNY,Before 2029,Will Trump win his lawsuit against New York for its sanctuary cities laws?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXUSIL-29,KXUSIL,Before 2029,Will Trump win his lawsuit against Illinois for its sanctuary cities laws?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXQUEBEC-29,KXQUEBEC,Before 2029,Will a date be announced for another Quebec Referendum before 2029?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXOBERGEFELL-29,KXOBERGEFELL,Before 2029,Will the Supreme Court overturn gay marriage?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXAVGMEASLESDJT-29,KXAVGMEASLESDJT,From 2025 to 2028,What will the average number of measles cases be during Trump's term?,,False,Health,
2025-02-20T16:22:18.428457,1938,KXDEMOCRACYUS-28,KXDEMOCRACYUS,By 2028,How much will US democracy weaken under Trump?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXVPRESNOMR-28,KXVPRESNOMR,In 2028,Who will be the Republican VP nominee in 2028?,MECNET,True,Elections,
2025-02-20T16:22:18.428457,1938,KXVPRESNOMD-28,KXVPRESNOMD,In 2028,Who will be the Democratic VP nominee in 2028?,MECNET,True,Elections,
2025-02-20T16:22:18.428457,1938,KXPRESNOMR-28,KXPRESNOMR,In 2028,Who will be the Republican nominee in 2028?,MECNET,True,Elections,
2025-02-20T16:22:18.428457,1938,KXPRESNOMD-28,KXPRESNOMD,In 2028,Who will be the Democratic nominee in 2028?,MECNET,True,Elections,
2025-02-20T16:22:18.428457,1938,NYTOAI-27DEC31,KXNYTOAI,Copyright infringement,New York Times wins OpenAI lawsuit?,,False,Science and Technology,
2025-02-20T16:22:18.428457,1938,KXESVI,KXESVI,Before 2028,When will Elder Scrolls VI be released?,,False,Entertainment,
2025-02-20T16:22:18.428457,1938,KXUSTESTSREADING-26,KXUSTESTSREADING,In 2026,US test scores in Reading next year?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,KXUSTESTSMATH-26,KXUSTESTSMATH,In 2026,US test scores in Math next year?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,KXFRENCHPRES-27,KXFRENCHPRES,In 2027,Who will win the 2027 French presidential election?,MECNET,True,Elections,
2025-02-20T16:22:18.428457,1938,KXGOVTCUTS-26,KXGOVTCUTS,Before 2027,How much of government spending will Trump and Elon cut before 2027?,,False,Politics,
2025-02-20T16:22:18.428457,1938,CONTROLS-2026,CONTROLS,In 2026,Which party will win the U.S. Senate next year?,MECNET,True,Elections,
2025-02-20T16:22:18.428457,1938,CONTROLH-2026,CONTROLH,In 2026,Which party will win the House next year?,MECNET,True,Elections,
2025-02-20T16:22:18.428457,1938,GOVPARTYSC-26,GOVPARTYSC,In 2026,Who will win the governorship in South Carolina?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYTX-26,GOVPARTYTX,In 2026,Who will win the governorship in Texas?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYAL-26,GOVPARTYAL,In 2026,Who will win the governorship in Alabama?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYTN-26,GOVPARTYTN,In 2026,Who will win the governorship in Tennessee?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYMD-26,GOVPARTYMD,In 2026,Who will win the governorship in Maryland?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYPA-26,GOVPARTYPA,In 2026,Who will win the governorship in Pennsylvania?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYOK-26,GOVPARTYOK,In 2026,Who will win the governorship in Oklahoma?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYOH-26,GOVPARTYOH,In 2026,Who will win the governorship in Ohio?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYKS-27,GOVPARTYKS,In 2027,Who will win the governorship in Kansas?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYIL-26,GOVPARTYIL,In 2026,Who will win the governorship in Illinois?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYIA-26,GOVPARTYIA,In 2026,Who will win the governorship in Iowa?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYGA-26,GOVPARTYGA,In 2026,Who will win the governorship in Georgia?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYAR-26,GOVPARTYAR,In 2026,Who will win the governorship in Arkansas?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYOR-26,GOVPARTYOR,In 2026,Who will win the governorship in Oregon?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYCT-26,GOVPARTYCT,In 2026,Who will win the governorship in Connecticut?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYSD-26,GOVPARTYSD,In 2026,Who will win the governorship in South Dakota?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYFL-26,GOVPARTYFL,In 2026,Who will win the governorship in Florida?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYCO-26,GOVPARTYCO,In 2026,Who will win the governorship in Colorado?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYWY-26,GOVPARTYWY,In 2026,Who will win the governorship in Wyoming?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYWI-26,GOVPARTYWI,In 2026,Who will win the governorship in Wisconsin?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYMN-26,GOVPARTYMN,In 2026,Who will win the governorship in Minnesota?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYID-26,GOVPARTYID,In 2026,Who will win the governorship in Idaho?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYCA-26,GOVPARTYCA,In 2026,Who will win the governorship in California?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYRI-26,GOVPARTYRI,In 2026,Who will win the governorship in Rhode Island?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYVT-26,GOVPARTYVT,In 2026,Who will win the governorship in Vermont?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYMA-26,GOVPARTYMA,In 2026,Who will win the governorship in Massachusetts?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEWY-26,SENATEWY,In 2026,Who will win the Senate race in Wyoming?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEWV-26,SENATEWV,In 2026,Who will win the Senate race in West Virginia?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEVA-26,SENATEVA,In 2026,Who will win the Senate race in Virginia?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATETX-26,SENATETX,In 2026,Who will win the Senate race in Texas?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATETN-26,SENATETN,In 2026,Who will win the Senate race in Tennessee?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATESD-26,SENATESD,In 2026,Who will win the Senate race in South Dakota?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATESC-26,SENATESC,In 2026,Who will win the Senate race in South Carolina?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATERI-26,SENATERI,In 2026,Who will win the Senate race in Rhode Island?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEOR-26,SENATEOR,In 2026,Who will win the Senate race in Oregon?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEOK-26,SENATEOK,In 2026,Who will win the Senate race in Oklahoma?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEOHS-26,SENATEOHS,In 2026,Who will win the Senate race in Ohio?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATENM-26,SENATENM,In 2026,Who will win the Senate race in New Mexico?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATENJ-26,SENATENJ,In 2026,Who will win the Senate race in New Jersey?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATENH-26,SENATENH,In 2026,Who will win the Senate race in New Hampshire?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATENE-26,SENATENE,In 2026,Who will win the Senate race in Nebraska?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATENC-26,SENATENC,In 2026,Who will win the Senate race in North Carolina?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEMT-26,SENATEMT,In 2026,Who will win the Senate race in Montana?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEMS-26,SENATEMS,In 2026,Who will win the Senate race in Mississippi?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEMN-26,SENATEMN,In 2026,Who will win the Senate race in Minnesota?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEMI-26,SENATEMI,In 2026,Who will win the Senate race in Michigan?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEME-26,SENATEME,In 2026,Who will win the Senate race in Maine?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEMA-26,SENATEMA,In 2026,Who will win the Senate race in Massachusetts?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATELA-26,SENATELA,In 2026,Who will win the Senate race in Kentucky?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEKS-26,SENATEKS,In 2026,Who will win the Senate race in Kansas?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEIL-26,SENATEIL,In 2026,Who will win the Senate race in Illinois?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEID-26,SENATEID,In 2026,Who will win the Senate race in Idaho?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEIA-26,SENATEIA,In 2026,Who will win the Senate race in Iowa?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEGA-26,SENATEGA,In 2026,Who will win the Senate race in Georgia?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEFLS-26,SENATEFLS,In 2026,Who will win the Senate race in Florida?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEDE-26,SENATEDE,In 2026,Who will win the Senate race in Delaware?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATECO-26,SENATECO,In 2026,Who will win the Senate race in Colorado?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEAR-26,SENATEAR,In 2026,Who will win the Senate race in Arkansas?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEAL-26,SENATEAL,In 2026,Who will win the Senate race in Alabama?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SENATEAK-26,SENATEAK,In 2026,Who will win the Senate race in Alaska?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYNV-26,GOVPARTYNV,In 2026,Who will win the governorship in Nevada?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYME-26,GOVPARTYME,In 2026,Who will win the governorship in Maine?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,GOVPARTYAZ-26,GOVPARTYAZ,In 2026,Who will win the governorship in Arizona?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,SCOTREF-27,KXSCOTREF,Before 2027,Scottish referendum called before 2027?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXUSTR-26DEC31,KXUSTR,"By Dec 31, 2026",Who will be Trump's Trade Representative?,MECNET,True,Politics,2027-01-01T04:59:00Z
2025-02-20T16:22:18.428457,1938,KXUSFUNDHEAD-27,KXUSFUNDHEAD,Before 2027,Who will join Trump's sovereign wealth fund before 2027?,,False,Financials,
2025-02-20T16:22:18.428457,1938,KXUSFUND-27,KXUSFUND,Before 2027,Will the U.S. sovereign wealth fund be operational before 2027?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXSTARWARS-27,KXSTARWARS,Before 2027,New Star Wars movie released in theaters before 2027?,,False,Entertainment,
2025-02-20T16:22:18.428457,1938,KXSKRMETTI,KXSKRMETTI,Before 2027,Will the Supreme Court rule that banning gender-affirming surgery for kids is unconstitutional?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXSECLABOR-26DEC31,KXSECLABOR,"By Dec 31, 2026",Who will be Trump's Secretary of Labor?,MECNET,True,Politics,2027-01-01T04:59:00Z
2025-02-20T16:22:18.428457,1938,KXSECED-26DEC31,KXSECED,"By Dec 31, 2026",Who will be Trump's Secretary of Education?,MECNET,True,Politics,2027-01-01T04:59:00Z
2025-02-20T16:22:18.428457,1938,KXSECCHAIR-26DEC31,KXSECCHAIR,"By Dec 31, 2026",Who will be Trump's SEC Chair?,MECNET,True,Politics,2027-01-01T04:59:00Z
2025-02-20T16:22:18.428457,1938,KXROMANIATOP2-27,KXROMANIATOP2,The next first round,Who will win the first round of the Romanian election?,MECNET,True,Politics,
2025-02-20T16:22:18.428457,1938,KXROMANIABAN-27,KXROMANIABAN,In the next presidential election,Will Georgescu be banned from the Romanian election?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXOSTP-26DEC31,KXOSTP,"By Dec 31, 2026",Who will be Trump's OSTP Director?,MECNET,True,Politics,2027-01-01T04:59:00Z
2025-02-20T16:22:18.428457,1938,KXMACCELL-27,KXMACCELL,Before 2027,Will Apple release a Macbook with cellular connectivity before 2027?,,False,Science and Technology,
2025-02-20T16:22:18.428457,1938,KXISAMB-26DEC31,KXISAMB,"By Dec 31, 2026",Who will be Trump’s Ambassador to Israel?,MECNET,True,Politics,2027-01-01T04:59:00Z
2025-02-20T16:22:18.428457,1938,KXIMFRECESS-27,KXIMFRECESS,Before 2027,Will the IMF declare a global recession before 2027?,,False,Economics,
2025-02-20T16:22:18.428457,1938,KXHLS-27,KXHLS,Before 2027,Will SpaceX test its HLS before 2027?,,False,Science and Technology,
2025-02-20T16:22:18.428457,1938,KXGPTS-27,KXGPTS,Before 2027,Will OpenAI release GPT4.5 before GPT5?,,False,Science and Technology,
2025-02-20T16:22:18.428457,1938,KXGARLAND,KXGARLAND,Before 2027,Will the Supreme Court allow 'ghost gun' regulation?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXFTC-26DEC31,KXFTC,"By Dec 31, 2026",Who will be the next person confirmed as FTC commissioner?,MECNET,True,Politics,2027-01-01T04:59:00Z
2025-02-20T16:22:18.428457,1938,KXFEDEND-27,KXFEDEND,Before 2027,Will Trump end the Federal Reserve before 2027?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXFDAVAPE,KXFDAVAPE,"Before Jan 1, 2027",Will the Supreme Court stop the ban on flavored vapes?,,False,Politics,
2025-02-20T16:22:18.428457,1938,KXFDA-26DEC31,KXFDA,"By Dec 31, 2026",Who will be Trump’s FDA Commissioner?,MECNET,True,Politics,2027-01-01T04:59:00Z
2025-02-20T16:22:18.428457,1938,KXF1CHINA-27,KXF1CHINA,Before 2027,Will there be an F1 team from China before 2027?,,False,Sports,
